country,year,env_tax_total
mys,2011,1.57
mys,2012,1.47
mys,2013,1.5
mys,2014,1.5
mys,2015,1.54
mys,2016,1.55
mys,2017,1.53
mys,2018,6.22
mys,2019,5.54
mys,2020,5.67
mys,2021,
mys,2022,
mys,2023,
mdv,1990,
mdv,1991,
mdv,1992,
mdv,1993,
mdv,1994,
mdv,1995,
mdv,1996,
mdv,1997,
mdv,1998,
mdv,1999,
mdv,2000,
mdv,2001,
mdv,2002,
mdv,2003,
mdv,2004,
mdv,2005,
mdv,2006,
mdv,2007,1.28
mdv,2008,1.23
mdv,2009,0.06
mdv,2010,2.78
mdv,2011,7.84
mdv,2012,5.07
mdv,2013,4.56
mdv,2014,4.49
mdv,2015,4.57
mdv,2016,4.63
mdv,2017,5.37
mdv,2018,4.66
mdv,2019,5.08
mdv,2020,3.52
mdv,2021,
mdv,2022,
mdv,2023,
mli,1990,
mli,1991,
mli,1992,
mli,1993,
mli,1994,17.22
mli,1995,8.76
mli,1996,12.28
mli,1997,18.09
mli,1998,18.33
mli,1999,24.17
mli,2000,18.53
mli,2001,16.71
mli,2002,17.05
mli,2003,14.43
mli,2004,11.31
mli,2005,10.39
mli,2006,10.43
mli,2007,12.1
mli,2008,10.96
mli,2009,9.53
mli,2010,9.49
mli,2011,6.9
mli,2012,10.78
mli,2013,8.87
mli,2014,8.62
mli,2015,13.19
mli,2016,12.3
mli,2017,10.94
mli,2018,9.28
mli,2019,8.45
mli,2020,
mli,2021,
mli,2022,
mli,2023,
mlt,1990,
mlt,1991,
mlt,1992,
mlt,1993,
mlt,1994,
mlt,1995,11.73
mlt,1996,12.17
mlt,1997,12.82
mlt,1998,15.39
mlt,1999,14.56
mlt,2000,13.02
mlt,2001,12.18
mlt,2002,10.87
mlt,2003,10.72
mlt,2004,9.44
mlt,2005,9.74
mlt,2006,9.99
mlt,2007,10.77
mlt,2008,10.18
mlt,2009,9.75
mlt,2010,9.05
mlt,2011,9.62
mlt,2012,8.87
mlt,2013,8.27
mlt,2014,8.7
mlt,2015,9.1
mlt,2016,8.58
mlt,2017,8.4
mlt,2018,8.2
mlt,2019,8.25
mlt,2020,7.67
mlt,2021,
mlt,2022,
mlt,2023,
mrt,1990,
mrt,1991,
mrt,1992,
mrt,1993,
mrt,1994,
mrt,1995,
mrt,1996,
mrt,1997,
mrt,1998,
mrt,1999,
mrt,2000,
mrt,2001,
mrt,2002,
mrt,2003,
mrt,2004,
mrt,2005,
mrt,2006,
mrt,2007,4.04
mrt,2008,4.96
mrt,2009,5.51
mrt,2010,5.18
mrt,2011,4.77
mrt,2012,4.23
mrt,2013,3.4
mrt,2014,3.42
mrt,2015,4.81
mrt,2016,8.31
mrt,2017,8.69
mrt,2018,9.27
mrt,2019,9.38
mrt,2020,
mrt,2021,
mrt,2022,
mrt,2023,
mus,1990,
mus,1991,
mus,1992,
mus,1993,
mus,1994,
mus,1995,
mus,1996,
mus,1997,
mus,1998,
mus,1999,
mus,2000,
mus,2001,
mus,2002,
mus,2003,
mus,2004,
mus,2005,3.69
mus,2006,4.54
mus,2007,13.18
mus,2008,11.9
mus,2009,12.45
mus,2010,12.35
mus,2011,13.49
mus,2012,13.49
mus,2013,12.76
mus,2014,13.66
mus,2015,13.19
mus,2016,13.12
mus,2017,13.47
mus,2018,14.46
mus,2019,14.7
mus,2020,12.17
mus,2021,
mus,2022,
mus,2023,
mng,1990,
mng,1991,
mng,1992,
mng,1993,
mng,1994,
mng,1995,
mng,1996,
mng,1997,
mng,1998,
mng,1999,
mng,2000,
mng,2001,
mng,2002,
mng,2003,
mng,2004,
mng,2005,
mng,2006,
mng,2007,
mng,2008,
mng,2009,
mng,2010,7.07
mng,2011,6.71
mng,2012,5.67
mng,2013,6.7
mng,2014,6.24
mng,2015,9.82
mng,2016,10.39
mng,2017,6.22
mng,2018,7.61
mng,2019,7.46
mng,2020,7.42
mng,2021,
mng,2022,
mng,2023,
mne,1990,
mne,1991,
mne,1992,
mne,1993,
mne,1994,0
mne,1995,0
mne,1996,0
mne,1997,0
mne,1998,0
mne,1999,0
mne,2000,0
mne,2001,
mne,2002,
mne,2003,
mne,2004,
mne,2005,
mne,2006,
mne,2007,
mne,2008,
mne,2009,
mne,2010,
mne,2011,
mne,2012,
mne,2013,
mne,2014,
mne,2015,
mne,2016,
mne,2017,
mne,2018,
mne,2019,
mne,2020,
mne,2021,
mne,2022,
mne,2023,
mar,1990,
mar,1991,
mar,1992,
mar,1993,
mar,1994,
mar,1995,
mar,1996,
mar,1997,
mar,1998,
mar,1999,
mar,2000,10.76
mar,2001,10.17
mar,2002,9.85
mar,2003,9.52
mar,2004,8.06
mar,2005,7.42
mar,2006,6.64
mar,2007,6.26
mar,2008,5.44
mar,2009,6.47
mar,2010,6.38
mar,2011,6.23
mar,2012,5.92
mar,2013,6.11
mar,2014,6.24
mar,2015,0.8
mar,2016,0.91
mar,2017,0.86
mar,2018,1.07
mar,2019,2.06
mar,2020,
mar,2021,
mar,2022,
mar,2023,
moz,1990,
moz,1991,
moz,1992,
moz,1993,
moz,1994,0
moz,1995,0
moz,1996,0
moz,1997,0
moz,1998,0
moz,1999,0
moz,2000,0
moz,2001,0
moz,2002,0
moz,2003,0
moz,2004,0
moz,2005,0
moz,2006,0
moz,2007,0
moz,2008,0
moz,2009,0
moz,2010,0
moz,2011,0
moz,2012,0
moz,2013,0
moz,2014,0
moz,2015,0
moz,2016,0
moz,2017,0
moz,2018,0
moz,2019,0
moz,2020,0
moz,2021,
moz,2022,
moz,2023,
nam,1990,
nam,1991,
nam,1992,
nam,1993,
nam,1994,
nam,1995,
nam,1996,
nam,1997,
nam,1998,
nam,1999,
nam,2000,
nam,2001,
nam,2002,
nam,2003,
nam,2004,
nam,2005,
nam,2006,0.95
nam,2007,0.65
nam,2008,0.84
nam,2009,0.59
nam,2010,0.65
nam,2011,0.46
nam,2012,0.54
nam,2013,0.54
nam,2014,0.15
nam,2015,0.65
nam,2016,1.12
nam,2017,0.96
nam,2018,2.31
nam,2019,3.31
nam,2020,
nam,2021,
nam,2022,
nam,2023,
nru,1990,
nru,1991,
nru,1992,
nru,1993,
nru,1994,
nru,1995,
nru,1996,
nru,1997,
nru,1998,
nru,1999,
nru,2000,
nru,2001,
nru,2002,
nru,2003,
nru,2004,
nru,2005,
nru,2006,
nru,2007,
nru,2008,
nru,2009,
nru,2010,
nru,2011,
nru,2012,
nru,2013,
nru,2014,6.97
nru,2015,6.72
nru,2016,6.17
nru,2017,1.3
nru,2018,6.54
nru,2019,2.37
nru,2020,0.32
nru,2021,
nru,2022,
nru,2023,
nic,1990,
nic,1991,
nic,1992,
nic,1993,
nic,1994,18.75
nic,1995,17.86
nic,1996,17.78
nic,1997,18.08
nic,1998,18.01
nic,1999,19.12
nic,2000,14.61
nic,2001,12.67
nic,2002,12.88
nic,2003,12.15
nic,2004,10.92
nic,2005,9.67
nic,2006,8.49
nic,2007,8.23
nic,2008,7.31
nic,2009,7.36
nic,2010,7.52
nic,2011,6.15
nic,2012,5.94
nic,2013,5.98
nic,2014,5.93
nic,2015,5.75
nic,2016,5.74
nic,2017,5.66
nic,2018,5.71
nic,2019,5.26
nic,2020,5.11
nic,2021,
nic,2022,
nic,2023,
ner,1990,
ner,1991,
ner,1992,
ner,1993,
ner,1994,
ner,1995,
ner,1996,
ner,1997,
ner,1998,
ner,1999,
ner,2000,4.6
ner,2001,4.58
ner,2002,4.73
ner,2003,5.16
ner,2004,4.62
ner,2005,3.96
ner,2006,3.56
ner,2007,3.55
ner,2008,2.85
ner,2009,3.04
ner,2010,3.78
ner,2011,3.65
ner,2012,4.29
ner,2013,2.63
ner,2014,2.24
ner,2015,3.08
ner,2016,2.41
ner,2017,2.24
ner,2018,2.75
ner,2019,2.45
ner,2020,
ner,2021,
ner,2022,
ner,2023,
nga,1990,
nga,1991,
nga,1992,
nga,1993,
nga,1994,
nga,1995,
nga,1996,
nga,1997,
nga,1998,
nga,1999,
nga,2000,
nga,2001,
nga,2002,
nga,2003,
nga,2004,
nga,2005,
nga,2006,
nga,2007,
nga,2008,
nga,2009,
nga,2010,0.15
nga,2011,0.09
nga,2012,0.13
nga,2013,0.23
nga,2014,0.18
nga,2015,0.32
nga,2016,0.37
nga,2017,0.32
nga,2018,0.29
nga,2019,0.35
nga,2020,
nga,2021,
nga,2022,
nga,2023,
pak,1990,
pak,1991,
pak,1992,
pak,1993,
pak,1994,
pak,1995,
pak,1996,
pak,1997,
pak,1998,
pak,1999,
pak,2000,
pak,2001,
pak,2002,
pak,2003,
pak,2004,
pak,2005,
pak,2006,
pak,2007,
pak,2008,
pak,2009,
pak,2010,
pak,2011,3.48
pak,2012,8.36
pak,2013,7.19
pak,2014,7.63
pak,2015,7.67
pak,2016,7.64
pak,2017,5.47
pak,2018,5.84
pak,2019,7.08
pak,2020,8.65
pak,2021,
pak,2022,
pak,2023,
pan,1990,
pan,1991,
pan,1992,
pan,1993,
pan,1994,0.89
pan,1995,0.79
pan,1996,0.68
pan,1997,2.52
pan,1998,6.61
pan,1999,6.75
pan,2000,6.21
pan,2001,6.43
pan,2002,6.87
pan,2003,6.67
pan,2004,5.43
pan,2005,3.64
pan,2006,3.75
pan,2007,3.17
pan,2008,2.62
pan,2009,2.95
pan,2010,2
pan,2011,1.59
pan,2012,3.48
pan,2013,3.38
pan,2014,3.94
pan,2015,4.14
pan,2016,4.28
pan,2017,3.97
pan,2018,3.29
pan,2019,3.56
pan,2020,2.79
pan,2021,
pan,2022,
pan,2023,
png,1990,
png,1991,
png,1992,
png,1993,
png,1994,
png,1995,
png,1996,
png,1997,
png,1998,
png,1999,
png,2000,0.22
png,2001,0.18
png,2002,0.12
png,2003,0.07
png,2004,0.13
png,2005,0.09
png,2006,0.05
png,2007,0.05
png,2008,0.05
png,2009,0.07
png,2010,0.07
png,2011,0.05
png,2012,0.07
png,2013,0.07
png,2014,0.06
png,2015,0.1
png,2016,0.05
png,2017,0.16
png,2018,0.23
png,2019,0.28
png,2020,0.05
png,2021,
png,2022,
png,2023,
pry,1990,
pry,1991,
pry,1992,
pry,1993,
pry,1994,7.58
pry,1995,6.92
pry,1996,8.48
pry,1997,6.59
pry,1998,5.79
pry,1999,3.3
pry,2000,8.93
pry,2001,11.44
pry,2002,9.59
pry,2003,12.74
pry,2004,13.53
pry,2005,10.15
pry,2006,10.43
pry,2007,11.01
pry,2008,9.36
pry,2009,9.29
pry,2010,7.89
pry,2011,7.71
pry,2012,7.75
pry,2013,7.27
pry,2014,7.67
pry,2015,7.32
pry,2016,7.14
pry,2017,7.05
pry,2018,7.6
pry,2019,6.74
pry,2020,6.65
pry,2021,
pry,2022,
pry,2023,
per,1990,
per,1991,
per,1992,
per,1993,
per,1994,8.58
per,1995,7.9
per,1996,7.23
per,1997,7.32
per,1998,7.66
per,1999,8.49
per,2000,8.47
per,2001,8.98
per,2002,11.07
per,2003,10.8
per,2004,9.36
per,2005,6.89
per,2006,5.07
per,2007,4.49
per,2008,2.65
per,2009,4.09
per,2010,3.71
per,2011,3.1
per,2012,2.77
per,2013,2.98
per,2014,2.44
per,2015,2.66
per,2016,2.87
per,2017,3.04
per,2018,2.71
per,2019,3.1
per,2020,3.2
per,2021,
per,2022,
per,2023,
phl,1990,
phl,1991,
phl,1992,
phl,1993,
phl,1994,4.38
phl,1995,3.84
phl,1996,4.49
phl,1997,6.83
phl,1998,6.86
phl,1999,6.43
phl,2000,5.81
phl,2001,4.92
phl,2002,5.96
phl,2003,5.46
phl,2004,4.74
phl,2005,4.6
phl,2006,3.03
phl,2007,2.93
phl,2008,2.86
phl,2009,3.31
phl,2010,2.97
phl,2011,3.21
phl,2012,2.96
phl,2013,2.79
phl,2014,2.68
phl,2015,2.96
phl,2016,3.12
phl,2017,3.53
phl,2018,4.89
phl,2019,5.55
phl,2020,5.39
phl,2021,
phl,2022,
phl,2023,
rou,1990,
rou,1991,
rou,1992,
rou,1993,
rou,1994,
rou,1995,6.28
rou,1996,6.23
rou,1997,7.89
rou,1998,9.05
rou,1999,10.9
rou,2000,9.42
rou,2001,6.03
rou,2002,6.05
rou,2003,8.29
rou,2004,8.45
rou,2005,7
rou,2006,6.63
rou,2007,6.94
rou,2008,6.22
rou,2009,6.94
rou,2010,7.82
rou,2011,6.91
rou,2012,7.13
rou,2013,7.37
rou,2014,8.45
rou,2015,8.67
rou,2016,8.77
rou,2017,7.61
rou,2018,7.75
rou,2019,6.76
rou,2020,5.89
rou,2021,
rou,2022,
rou,2023,
rwa,1990,
rwa,1991,
rwa,1992,
rwa,1993,
rwa,1994,
rwa,1995,
rwa,1996,4.6
rwa,1997,5.36
rwa,1998,9.37
rwa,1999,15.46
rwa,2000,16
rwa,2001,10.48
rwa,2002,9.87
rwa,2003,8.77
rwa,2004,8.21
rwa,2005,6.29
rwa,2006,5.99
rwa,2007,4.82
rwa,2008,4.26
rwa,2009,7.07
rwa,2010,10.98
rwa,2011,11.12
rwa,2012,8.87
rwa,2013,8.11
rwa,2014,7.38
rwa,2015,8.43
rwa,2016,9.43
rwa,2017,8.72
rwa,2018,8.37
rwa,2019,7.9
rwa,2020,
rwa,2021,
rwa,2022,
rwa,2023,
lca,1990,
lca,1991,
lca,1992,
lca,1993,
lca,1994,0.31
lca,1995,0.31
lca,1996,0.43
lca,1997,0.93
lca,1998,1.4
lca,1999,1.66
lca,2000,2.17
lca,2001,2.1
lca,2002,1.15
lca,2003,1.62
lca,2004,1.71
lca,2005,1.69
lca,2006,2.05
lca,2007,2.08
lca,2008,3.13
lca,2009,2.72
lca,2010,2.56
lca,2011,2.42
lca,2012,2.25
lca,2013,2.34
lca,2014,2.39
lca,2015,2.85
lca,2016,3.6
lca,2017,5.27
lca,2018,4.89
lca,2019,5.67
lca,2020,3.64
lca,2021,
lca,2022,
lca,2023,
wsm,1990,
wsm,1991,
wsm,1992,
wsm,1993,
wsm,1994,
wsm,1995,
wsm,1996,
wsm,1997,
wsm,1998,
wsm,1999,
wsm,2000,
wsm,2001,
wsm,2002,
wsm,2003,
wsm,2004,
wsm,2005,1.07
wsm,2006,0.63
wsm,2007,0.77
wsm,2008,0.82
wsm,2009,
wsm,2010,
wsm,2011,
wsm,2012,
wsm,2013,
wsm,2014,
wsm,2015,
wsm,2016,
wsm,2017,
wsm,2018,
wsm,2019,
wsm,2020,
wsm,2021,
wsm,2022,
wsm,2023,
sen,1990,
sen,1991,
sen,1992,
sen,1993,
sen,1994,
sen,1995,
sen,1996,
sen,1997,
sen,1998,
sen,1999,
sen,2000,
sen,2001,
sen,2002,7.33
sen,2003,8.4
sen,2004,8.42
sen,2005,7.44
sen,2006,6.96
sen,2007,8.99
sen,2008,8.55
sen,2009,8.01
sen,2010,6
sen,2011,6.18
sen,2012,6.26
sen,2013,5.42
sen,2014,7.95
sen,2015,7.84
sen,2016,9.43
sen,2017,6.11
sen,2018,5.66
sen,2019,6.78
sen,2020,
sen,2021,
sen,2022,
sen,2023,
srb,1990,
srb,1991,
srb,1992,
srb,1993,
srb,1994,
srb,1995,
srb,1996,
srb,1997,
srb,1998,
srb,1999,
srb,2000,
srb,2001,
srb,2002,
srb,2003,
srb,2004,
srb,2005,
srb,2006,
srb,2007,7.29
srb,2008,6.84
srb,2009,8.72
srb,2010,8.99
srb,2011,9.32
srb,2012,8.62
srb,2013,9.39
srb,2014,10.48
srb,2015,11.11
srb,2016,11.6
srb,2017,
srb,2018,
srb,2019,
srb,2020,
srb,2021,
srb,2022,
srb,2023,
syc,1990,
syc,1991,
syc,1992,
syc,1993,
syc,1994,
syc,1995,
syc,1996,
syc,1997,
syc,1998,
syc,1999,
syc,2000,
syc,2001,
syc,2002,
syc,2003,
syc,2004,
syc,2005,
syc,2006,
syc,2007,
syc,2008,16.57
syc,2009,13.65
syc,2010,16.61
syc,2011,16.38
syc,2012,15.09
syc,2013,13.8
syc,2014,13.98
syc,2015,14.34
syc,2016,14.33
syc,2017,15.28
syc,2018,12.94
syc,2019,13.6
syc,2020,
syc,2021,
syc,2022,
syc,2023,
sle,1990,
sle,1991,
sle,1992,
sle,1993,
sle,1994,
sle,1995,
sle,1996,
sle,1997,
sle,1998,
sle,1999,
sle,2000,
sle,2001,13.69
sle,2002,15.3
sle,2003,16.75
sle,2004,17.23
sle,2005,17.71
sle,2006,21.48
sle,2007,15.52
sle,2008,16.77
sle,2009,19.22
sle,2010,19.44
sle,2011,4.98
sle,2012,6.99
sle,2013,15.97
sle,2014,15.52
sle,2015,13.48
sle,2016,9.67
sle,2017,18.55
sle,2018,11.32
sle,2019,15.57
sle,2020,
sle,2021,
sle,2022,
sle,2023,
sgp,1990,
sgp,1991,
sgp,1992,
sgp,1993,
sgp,1994,
sgp,1995,
sgp,1996,
sgp,1997,
sgp,1998,
sgp,1999,
sgp,2000,
sgp,2001,
sgp,2002,
sgp,2003,
sgp,2004,
sgp,2005,3.47
sgp,2006,3.01
sgp,2007,2.37
sgp,2008,2.26
sgp,2009,2.07
sgp,2010,1.64
sgp,2011,1.44
sgp,2012,1.3
sgp,2013,1.22
sgp,2014,1.24
sgp,2015,1.77
sgp,2016,1.87
sgp,2017,1.95
sgp,2018,1.92
sgp,2019,2.1
sgp,2020,1.88
sgp,2021,
sgp,2022,
sgp,2023,
slb,1990,
slb,1991,
slb,1992,
slb,1993,
slb,1994,
slb,1995,
slb,1996,
slb,1997,
slb,1998,
slb,1999,
slb,2000,
slb,2001,
slb,2002,
slb,2003,
slb,2004,
slb,2005,
slb,2006,
slb,2007,22.17
slb,2008,19.44
slb,2009,15.54
slb,2010,17.76
slb,2011,20.87
slb,2012,20.61
slb,2013,19.28
slb,2014,21.79
slb,2015,19.71
slb,2016,24.59
slb,2017,23.95
slb,2018,26.31
slb,2019,23.71
slb,2020,20.12
slb,2021,
slb,2022,
slb,2023,
zaf,1990,
zaf,1991,
zaf,1992,
zaf,1993,
zaf,1994,9.62
zaf,1995,8.95
zaf,1996,8.15
zaf,1997,8.38
zaf,1998,8.96
zaf,1999,8.97
zaf,2000,9.97
zaf,2001,8.77
zaf,2002,8.15
zaf,2003,8.05
zaf,2004,7.63
zaf,2005,7.46
zaf,2006,6.95
zaf,2007,6.89
zaf,2008,5.93
zaf,2009,7.31
zaf,2010,8.37
zaf,2011,8.6
zaf,2012,8.66
zaf,2013,8.66
zaf,2014,8.45
zaf,2015,9.51
zaf,2016,9.38
zaf,2017,9.74
zaf,2018,9.99
zaf,2019,10.11
zaf,2020,
zaf,2021,
zaf,2022,
zaf,2023,
tha,1990,
tha,1991,
tha,1992,
tha,1993,
tha,1994,
tha,1995,
tha,1996,
tha,1997,
tha,1998,
tha,1999,
tha,2000,0
tha,2001,0
tha,2002,0
tha,2003,0
tha,2004,0
tha,2005,0
tha,2006,0
tha,2007,0
tha,2008,0
tha,2009,0
tha,2010,0
tha,2011,0
tha,2012,0
tha,2013,0
tha,2014,0
tha,2015,0
tha,2016,0
tha,2017,0
tha,2018,0
tha,2019,
tha,2020,
tha,2021,
tha,2022,
tha,2023,
tgo,1990,
tgo,1991,
tgo,1992,
tgo,1993,
tgo,1994,
tgo,1995,
tgo,1996,
tgo,1997,
tgo,1998,
tgo,1999,
tgo,2000,11.77
tgo,2001,7.7
tgo,2002,7.72
tgo,2003,9.19
tgo,2004,8.54
tgo,2005,7.41
tgo,2006,13.73
tgo,2007,8.2
tgo,2008,11.64
tgo,2009,5.48
tgo,2010,6.22
tgo,2011,15.36
tgo,2012,17.12
tgo,2013,15.93
tgo,2014,7.93
tgo,2015,6.32
tgo,2016,6.47
tgo,2017,6.8
tgo,2018,8.14
tgo,2019,4.76
tgo,2020,
tgo,2021,
tgo,2022,
tgo,2023,
tkl,1990,
tkl,1991,
tkl,1992,
tkl,1993,
tkl,1994,0
tkl,1995,0
tkl,1996,0
tkl,1997,0
tkl,1998,0
tkl,1999,0
tkl,2000,0
tkl,2001,0
tkl,2002,0
tkl,2003,0
tkl,2004,0
tkl,2005,0
tkl,2006,0
tkl,2007,0
tkl,2008,0
tkl,2009,0
tkl,2010,0
tkl,2011,0
tkl,2012,0
tkl,2013,0
tkl,2014,0
tkl,2015,0
tkl,2016,0
tkl,2017,0
tkl,2018,0
tkl,2019,0
tkl,2020,0
tkl,2021,
tkl,2022,
tkl,2023,
tto,1990,
tto,1991,
tto,1992,
tto,1993,
tto,1994,1.75
tto,1995,1.81
tto,1996,2.13
tto,1997,2.58
tto,1998,3.53
tto,1999,3.54
tto,2000,2.19
tto,2001,1.68
tto,2002,1.73
tto,2003,1.33
tto,2004,1.05
tto,2005,0.78
tto,2006,0.68
tto,2007,0.91
tto,2008,0.87
tto,2009,1.2
tto,2010,1.21
tto,2011,1.18
tto,2012,1.34
tto,2013,1.36
tto,2014,1.3
tto,2015,1.42
tto,2016,2.06
tto,2017,1.66
tto,2018,1.17
tto,2019,0.82
tto,2020,0.73
tto,2021,
tto,2022,
tto,2023,
tun,1990,
tun,1991,
tun,1992,
tun,1993,
tun,1994,
tun,1995,
tun,1996,
tun,1997,
tun,1998,
tun,1999,
tun,2000,7.18
tun,2001,7.2
tun,2002,7.02
tun,2003,6.41
tun,2004,6.18
tun,2005,5.99
tun,2006,5.69
tun,2007,5.43
tun,2008,4.84
tun,2009,4.82
tun,2010,5.04
tun,2011,4.01
tun,2012,4.25
tun,2013,4.15
tun,2014,4.05
tun,2015,4.46
tun,2016,5.41
tun,2017,5.37
tun,2018,5.06
tun,2019,4.27
tun,2020,
tun,2021,
tun,2022,
tun,2023,
uga,1990,
uga,1991,
uga,1992,
uga,1993,
uga,1994,25.87
uga,1995,24.93
uga,1996,25.62
uga,1997,29
uga,1998,25.86
uga,1999,22.29
uga,2000,21.52
uga,2001,20.04
uga,2002,20.07
uga,2003,19.11
uga,2004,18.93
uga,2005,18.68
uga,2006,20.93
uga,2007,22.8
uga,2008,21.83
uga,2009,20.46
uga,2010,20.89
uga,2011,18.73
uga,2012,17.23
uga,2013,14.45
uga,2014,16.03
uga,2015,15.09
uga,2016,15.07
uga,2017,15.35
uga,2018,15.56
uga,2019,15.04
uga,2020,
uga,2021,
uga,2022,
uga,2023,
ukr,1990,
ukr,1991,
ukr,1992,
ukr,1993,
ukr,1994,
ukr,1995,
ukr,1996,
ukr,1997,
ukr,1998,
ukr,1999,
ukr,2000,
ukr,2001,
ukr,2002,2.61
ukr,2003,2.99
ukr,2004,2.74
ukr,2005,2.05
ukr,2006,1.54
ukr,2007,1.37
ukr,2008,1.19
ukr,2009,1.98
ukr,2010,2.73
ukr,2011,2.77
ukr,2012,3.09
ukr,2013,2.7
ukr,2014,4.15
ukr,2015,5.06
ukr,2016,7.03
ukr,2017,7.19
ukr,2018,6.51
ukr,2019,5.98
ukr,2020,
ukr,2021,
ukr,2022,
ukr,2023,
ury,1990,
ury,1991,
ury,1992,
ury,1993,
ury,1994,9.98
ury,1995,10.67
ury,1996,11.47
ury,1997,11.82
ury,1998,11.61
ury,1999,10.28
ury,2000,11.37
ury,2001,11.81
ury,2002,10.16
ury,2003,8.84
ury,2004,8.42
ury,2005,8.42
ury,2006,7.57
ury,2007,7.32
ury,2008,5.69
ury,2009,5.85
ury,2010,5.93
ury,2011,6.17
ury,2012,5.76
ury,2013,5.86
ury,2014,6.08
ury,2015,6.44
ury,2016,6.44
ury,2017,6.42
ury,2018,6.33
ury,2019,6.29
ury,2020,6.59
ury,2021,
ury,2022,
ury,2023,
ven,1990,
ven,1991,
ven,1992,
ven,1993,
ven,1994,2.66
ven,1995,2.33
ven,1996,2.82
ven,1997,5.61
ven,1998,6.67
ven,1999,5.21
ven,2000,4.31
ven,2001,4.51
ven,2002,3.43
ven,2003,1.74
ven,2004,1.06
ven,2005,0.98
ven,2006,1.18
ven,2007,0.84
ven,2008,1.22
ven,2009,0.75
ven,2010,1.07
ven,2011,0
ven,2012,0
ven,2013,0
ven,2014,0
ven,2015,0
ven,2016,0
ven,2017,0
ven,2018,0
ven,2019,0
ven,2020,0
ven,2021,
ven,2022,
ven,2023,
vnm,1990,
vnm,1991,
vnm,1992,
vnm,1993,
vnm,1994,
vnm,1995,
vnm,1996,
vnm,1997,
vnm,1998,
vnm,1999,
vnm,2000,
vnm,2001,
vnm,2002,
vnm,2003,2.66
vnm,2004,2.55
vnm,2005,2.28
vnm,2006,1.88
vnm,2007,1.79
vnm,2008,1.34
vnm,2009,2.48
vnm,2010,1.92
vnm,2011,1.65
vnm,2012,1.74
vnm,2013,1.43
vnm,2014,1.38
vnm,2015,2.86
vnm,2016,4.21
vnm,2017,3.85
vnm,2018,3.66
vnm,2019,4.32
vnm,2020,4.25
vnm,2021,
vnm,2022,
vnm,2023,
aus,1990,
aus,1991,
aus,1992,
aus,1993,
aus,1994,9.06
aus,1995,9.25
aus,1996,8.81
aus,1997,9.72
aus,1998,9.8
aus,1999,8.65
aus,2000,8.19
aus,2001,8.3
aus,2002,8.11
aus,2003,7.8
aus,2004,7.45
aus,2005,6.98
aus,2006,6.88
aus,2007,6.63
aus,2008,6.56
aus,2009,7.24
aus,2010,7.11
aus,2011,6.73
aus,2012,8.36
aus,2013,8.3
aus,2014,6.55
aus,2015,6.49
aus,2016,6.13
aus,2017,2.48
aus,2018,2.37
aus,2019,2.24
aus,2020,2.12
aus,2021,
aus,2022,
aus,2023,
aut,1990,
aut,1991,
aut,1992,
aut,1993,
aut,1994,4.46
aut,1995,4.97
aut,1996,5.08
aut,1997,5.65
aut,1998,5.51
aut,1999,5.58
aut,2000,5.94
aut,2001,6.2
aut,2002,6.48
aut,2003,6.68
aut,2004,6.64
aut,2005,6.59
aut,2006,6.31
aut,2007,6.13
aut,2008,5.96
aut,2009,6.03
aut,2010,6
aut,2011,6.18
aut,2012,6.05
aut,2013,5.89
aut,2014,5.91
aut,2015,5.83
aut,2016,5.93
aut,2017,6.04
aut,2018,5.7
aut,2019,5.35
aut,2020,5
aut,2021,
aut,2022,
aut,2023,
bel,1990,
bel,1991,
bel,1992,
bel,1993,
bel,1994,5.89
bel,1995,5.87
bel,1996,6.45
bel,1997,6.44
bel,1998,6.16
bel,1999,6.18
bel,2000,5.77
bel,2001,5.75
bel,2002,5.6
bel,2003,5.75
bel,2004,5.93
bel,2005,5.81
bel,2006,5.25
bel,2007,5.17
bel,2008,4.9
bel,2009,5.19
bel,2010,5.24
bel,2011,5.27
bel,2012,4.9
bel,2013,4.64
bel,2014,4.67
bel,2015,4.75
bel,2016,5.05
bel,2017,5.11
bel,2018,5.07
bel,2019,5.02
bel,2020,4.69
bel,2021,
bel,2022,
bel,2023,
can,1990,
can,1991,
can,1992,
can,1993,
can,1994,4.46
can,1995,4.48
can,1996,4.38
can,1997,4.23
can,1998,4.27
can,1999,4
can,2000,3.8
can,2001,3.85
can,2002,4.01
can,2003,4.09
can,2004,3.86
can,2005,3.7
can,2006,3.6
can,2007,3.55
can,2008,3.48
can,2009,3.63
can,2010,3.77
can,2011,3.74
can,2012,3.69
can,2013,3.68
can,2014,3.56
can,2015,
can,2016,
can,2017,
can,2018,
can,2019,
can,2020,
can,2021,
can,2022,
can,2023,
chl,1990,
chl,1991,
chl,1992,
chl,1993,
chl,1994,6.12
chl,1995,6.72
chl,1996,7.2
chl,1997,7.77
chl,1998,7.19
chl,1999,9.18
chl,2000,10.45
chl,2001,8.33
chl,2002,8.21
chl,2003,7.77
chl,2004,6.74
chl,2005,6.2
chl,2006,4.81
chl,2007,4.97
chl,2008,4.47
chl,2009,5.46
chl,2010,5.32
chl,2011,5.11
chl,2012,5.37
chl,2013,5.8
chl,2014,6.26
chl,2015,5.92
chl,2016,6.13
chl,2017,6.31
chl,2018,6.36
chl,2019,6.6
chl,2020,7
chl,2021,
chl,2022,
chl,2023,
col,1990,
col,1991,
col,1992,
col,1993,
col,1994,18.96
col,1995,3.35
col,1996,3.61
