country,year,env_tax_total
col,1997,3.46
col,1998,3.14
col,1999,3.14
col,2000,5.85
col,2001,6.06
col,2002,5.5
col,2003,5.91
col,2004,5.41
col,2005,5.87
col,2006,5.24
col,2007,5.19
col,2008,5.26
col,2009,5.36
col,2010,5.1
col,2011,4.88
col,2012,4.41
col,2013,4.14
col,2014,4.16
col,2015,4.17
col,2016,4.29
col,2017,3.25
col,2018,3.45
col,2019,3.11
col,2020,2.99
col,2021,
col,2022,
col,2023,
cri,1990,
cri,1991,
cri,1992,
cri,1993,
cri,1994,1.96
cri,1995,2.43
cri,1996,1.94
cri,1997,1.82
cri,1998,2.14
cri,1999,1.72
cri,2000,2.12
cri,2001,5.98
cri,2002,
cri,2003,
cri,2004,
cri,2005,
cri,2006,
cri,2007,
cri,2008,9.81
cri,2009,11.19
cri,2010,10.76
cri,2011,10.21
cri,2012,9.89
cri,2013,10.36
cri,2014,9.99
cri,2015,10.26
cri,2016,9.95
cri,2017,10.13
cri,2018,9.81
cri,2019,9.79
cri,2020,
cri,2021,
cri,2022,
cri,2023,
cze,1990,
cze,1991,
cze,1992,
cze,1993,
cze,1994,7.68
cze,1995,7.94
cze,1996,7.65
cze,1997,7.2
cze,1998,7.4
cze,1999,7.72
cze,2000,7.51
cze,2001,7.65
cze,2002,7.34
cze,2003,7.42
cze,2004,7.59
cze,2005,7.78
cze,2006,7.58
cze,2007,7.64
cze,2008,7.71
cze,2009,8.14
cze,2010,8.09
cze,2011,7.92
cze,2012,7.65
cze,2013,7.55
cze,2014,7.56
cze,2015,7.45
cze,2016,7.3
cze,2017,7.08
cze,2018,7.24
cze,2019,6.94
cze,2020,6.64
cze,2021,
cze,2022,
cze,2023,
dnk,1990,
dnk,1991,
dnk,1992,
dnk,1993,
dnk,1994,8.69
dnk,1995,9.27
dnk,1996,9.73
dnk,1997,9.78
dnk,1998,11.15
dnk,1999,11.16
dnk,2000,10.53
dnk,2001,10.65
dnk,2002,11.17
dnk,2003,10.69
dnk,2004,10.95
dnk,2005,10.5
dnk,2006,10.32
dnk,2007,10.41
dnk,2008,9.61
dnk,2009,9.05
dnk,2010,9.18
dnk,2011,9.2
dnk,2012,8.85
dnk,2013,8.67
dnk,2014,8.12
dnk,2015,8.49
dnk,2016,8.5
dnk,2017,7.98
dnk,2018,8.11
dnk,2019,6.98
dnk,2020,6.72
dnk,2021,
dnk,2022,
dnk,2023,
est,1990,
est,1991,
est,1992,
est,1993,
est,1994,4.64
est,1995,2.49
est,1996,4.18
est,1997,4.52
est,1998,5.65
est,1999,5.2
est,2000,5.42
est,2001,6.97
est,2002,6.44
est,2003,6.16
est,2004,6.78
est,2005,7.65
est,2006,7.22
est,2007,7.05
est,2008,7.38
est,2009,8.48
est,2010,8.87
est,2011,8.7
est,2012,8.67
est,2013,8.44
est,2014,8.43
est,2015,8.54
est,2016,9.22
est,2017,9.33
est,2018,9.98
est,2019,11.13
est,2020,8.68
est,2021,
est,2022,
est,2023,
fin,1990,
fin,1991,
fin,1992,
fin,1993,
fin,1994,6.15
fin,1995,6.41
fin,1996,6.5
fin,1997,7.1
fin,1998,7.07
fin,1999,7.34
fin,2000,6.54
fin,2001,6.5
fin,2002,6.69
fin,2003,7.13
fin,2004,7.68
fin,2005,7.18
fin,2006,7.04
fin,2007,6.55
fin,2008,6.42
fin,2009,6.3
fin,2010,6.68
fin,2011,7.3
fin,2012,7.1
fin,2013,6.83
fin,2014,6.74
fin,2015,6.66
fin,2016,7.05
fin,2017,6.9
fin,2018,6.92
fin,2019,6.63
fin,2020,6.52
fin,2021,
fin,2022,
fin,2023,
fra,1990,
fra,1991,
fra,1992,
fra,1993,
fra,1994,5.47
fra,1995,5.85
fra,1996,5.83
fra,1997,5.74
fra,1998,5.79
fra,1999,5.55
fra,2000,5.4
fra,2001,5.05
fra,2002,5.38
fra,2003,5.31
fra,2004,5.55
fra,2005,5.34
fra,2006,5.18
fra,2007,5.04
fra,2008,5.03
fra,2009,5.23
fra,2010,5.21
fra,2011,5.14
fra,2012,5.06
fra,2013,5.14
fra,2014,5.04
fra,2015,5.3
fra,2016,5.4
fra,2017,5.42
fra,2018,5.54
fra,2019,5.47
fra,2020,5.18
fra,2021,
fra,2022,
fra,2023,
deu,1990,
deu,1991,
deu,1992,
deu,1993,
deu,1994,6.61
deu,1995,6.44
deu,1996,6.25
deu,1997,6.06
deu,1998,5.97
deu,1999,6.2
deu,2000,6.41
deu,2001,7.12
deu,2002,7.23
deu,2003,7.58
deu,2004,7.31
deu,2005,7.1
deu,2006,6.77
deu,2007,6.2
deu,2008,6.04
deu,2009,6.19
deu,2010,6.07
deu,2011,6.04
deu,2012,5.76
deu,2013,5.58
deu,2014,5.41
deu,2015,5.15
deu,2016,4.94
deu,2017,4.3
deu,2018,4.62
deu,2019,4.56
deu,2020,4.45
deu,2021,
deu,2022,
deu,2023,
grc,1990,
grc,1991,
grc,1992,
grc,1993,
grc,1994,10.86
grc,1995,11.11
grc,1996,11.2
grc,1997,10.02
grc,1998,9.17
grc,1999,8.06
grc,2000,6.68
grc,2001,6.92
grc,2002,6.86
grc,2003,6.85
grc,2004,6.98
grc,2005,6.63
grc,2006,6.34
grc,2007,6.36
grc,2008,6.02
grc,2009,6.78
grc,2010,8.28
grc,2011,8.65
grc,2012,9.16
grc,2013,10.21
grc,2014,10.3
grc,2015,10.46
grc,2016,9.82
grc,2017,10.27
grc,2018,9.49
grc,2019,9.78
grc,2020,9.68
grc,2021,
grc,2022,
grc,2023,
hun,1990,
hun,1991,
hun,1992,
hun,1993,
hun,1994,6.91
hun,1995,6.95
hun,1996,7.22
hun,1997,7.65
hun,1998,8.95
hun,1999,8.29
hun,2000,7.5
hun,2001,7.12
hun,2002,6.97
hun,2003,7.11
hun,2004,7.89
hun,2005,7.69
hun,2006,8.11
hun,2007,7.4
hun,2008,7.61
hun,2009,7.46
hun,2010,7.77
hun,2011,7.55
hun,2012,7.36
hun,2013,7.07
hun,2014,6.17
hun,2015,7.05
hun,2016,7.17
hun,2017,7.12
hun,2018,6.96
hun,2019,6.71
hun,2020,6.92
hun,2021,
hun,2022,
hun,2023,
isl,1990,
isl,1991,
isl,1992,
isl,1993,
isl,1994,10.96
isl,1995,9.53
isl,1996,9.83
isl,1997,9.68
isl,1998,10.79
isl,1999,10.41
isl,2000,9.77
isl,2001,8.54
isl,2002,7.56
isl,2003,7.99
isl,2004,8.05
isl,2005,8.03
isl,2006,7.25
isl,2007,7.19
isl,2008,6.17
isl,2009,6.18
isl,2010,6.85
isl,2011,6.62
isl,2012,6.71
isl,2013,6.21
isl,2014,5.71
isl,2015,5.96
isl,2016,4.34
isl,2017,6.24
isl,2018,5.66
isl,2019,5.26
isl,2020,5.04
isl,2021,
isl,2022,
isl,2023,
irl,1990,
irl,1991,
irl,1992,
irl,1993,
irl,1994,9.19
irl,1995,9.28
irl,1996,9.25
irl,1997,9.25
irl,1998,9.38
irl,1999,9.48
irl,2000,8.92
irl,2001,7.95
irl,2002,8.15
irl,2003,7.95
irl,2004,8.3
irl,2005,8.25
irl,2006,7.72
irl,2007,7.93
irl,2008,7.92
irl,2009,8.06
irl,2010,8.82
irl,2011,8.81
irl,2012,8.47
irl,2013,8.65
irl,2014,8.32
irl,2015,8.29
irl,2016,8
irl,2017,7.45
irl,2018,6.98
irl,2019,6.33
irl,2020,5.96
irl,2021,
irl,2022,
irl,2023,
isr,1990,
isr,1991,
isr,1992,
isr,1993,
isr,1994,
isr,1995,7.93
isr,1996,8.06
isr,1997,7.69
isr,1998,7.49
isr,1999,7.75
isr,2000,7.49
isr,2001,7.22
isr,2002,7.51
isr,2003,7.8
isr,2004,8.59
isr,2005,8.56
isr,2006,8.52
isr,2007,8.6
isr,2008,9.15
isr,2009,9.76
isr,2010,10.35
isr,2011,9.8
isr,2012,9.45
isr,2013,8.93
isr,2014,9.28
isr,2015,8.62
isr,2016,9.6
isr,2017,8.01
isr,2018,8.27
isr,2019,
isr,2020,
isr,2021,
isr,2022,
isr,2023,
ita,1990,
ita,1991,
ita,1992,
ita,1993,
ita,1994,9.2
ita,1995,9.3
ita,1996,8.62
ita,1997,8.36
ita,1998,8.35
ita,1999,8.31
ita,2000,7.62
ita,2001,7.38
ita,2002,7.41
ita,2003,7.51
ita,2004,7.27
ita,2005,7.45
ita,2006,7.11
ita,2007,6.58
ita,2008,6.21
ita,2009,6.69
ita,2010,6.76
ita,2011,7.36
ita,2012,8.01
ita,2013,7.88
ita,2014,8.3
ita,2015,7.97
ita,2016,8.38
ita,2017,7.93
ita,2018,8.01
ita,2019,7.78
ita,2020,7.2
ita,2021,
ita,2022,
ita,2023,
jpn,1990,
jpn,1991,
jpn,1992,
jpn,1993,
jpn,1994,6.44
jpn,1995,6.35
jpn,1996,6.42
jpn,1997,6.24
jpn,1998,6.45
jpn,1999,6.69
jpn,2000,6.47
jpn,2001,6.56
jpn,2002,6.85
jpn,2003,6.94
jpn,2004,6.7
jpn,2005,6.41
jpn,2006,6.09
jpn,2007,5.89
jpn,2008,5.79
jpn,2009,6.19
jpn,2010,5.82
jpn,2011,5.56
jpn,2012,5.37
jpn,2013,5.09
jpn,2014,4.61
jpn,2015,4.43
jpn,2016,4.45
jpn,2017,4.28
jpn,2018,4.2
jpn,2019,4.08
jpn,2020,6.2
jpn,2021,
jpn,2022,
jpn,2023,
lva,1990,
lva,1991,
lva,1992,
lva,1993,
lva,1994,0.46
lva,1995,3.31
lva,1996,5.35
lva,1997,6.7
lva,1998,9.23
lva,1999,8
lva,2000,8.48
lva,2001,7.98
lva,2002,8.37
lva,2003,8.92
lva,2004,9.26
lva,2005,9.26
lva,2006,7.95
lva,2007,7.38
lva,2008,7.59
lva,2009,12
lva,2010,11.59
lva,2011,10.78
lva,2012,10.63
lva,2013,11.24
lva,2014,11.81
lva,2015,12.28
lva,2016,12.18
lva,2017,11.84
lva,2018,11.28
lva,2019,10.73
lva,2020,10.4
lva,2021,
lva,2022,
lva,2023,
ltu,1990,
ltu,1991,
ltu,1992,
ltu,1993,
ltu,1994,
ltu,1995,7.66
ltu,1996,7.97
ltu,1997,8.08
ltu,1998,8.69
ltu,1999,9.19
ltu,2000,8.14
ltu,2001,8.94
ltu,2002,9.98
ltu,2003,9.75
ltu,2004,9.41
ltu,2005,7.94
ltu,2006,6.04
ltu,2007,5.88
ltu,2008,5.37
ltu,2009,6.69
ltu,2010,6.62
ltu,2011,6.53
ltu,2012,6.4
ltu,2013,6.65
ltu,2014,6.68
ltu,2015,6.82
ltu,2016,6.86
ltu,2017,6.81
ltu,2018,6.76
ltu,2019,6.41
ltu,2020,6.41
ltu,2021,
ltu,2022,
ltu,2023,
lux,1990,
lux,1991,
lux,1992,
lux,1993,
lux,1994,8.98
lux,1995,8.2
lux,1996,7.92
lux,1997,7.67
lux,1998,7.56
lux,1999,7.43
lux,2000,7.21
lux,2001,7.19
lux,2002,7.13
lux,2003,7.39
lux,2004,8.28
lux,2005,7.93
lux,2006,7.45
lux,2007,7.14
lux,2008,7.08
lux,2009,6.63
lux,2010,6.39
lux,2011,6.41
lux,2012,6.18
lux,2013,5.7
lux,2014,5.29
lux,2015,5.12
lux,2016,4.73
lux,2017,4.52
lux,2018,4.38
lux,2019,4.46
lux,2020,3.68
lux,2021,
lux,2022,
lux,2023,
mex,1990,
mex,1991,
mex,1992,
mex,1993,
mex,1994,12.37
mex,1995,9.26
mex,1996,8.21
mex,1997,10.04
mex,1998,13.51
mex,1999,14.76
mex,2000,10.47
mex,2001,12.01
mex,2002,13.81
mex,2003,10.6
mex,2004,7.13
mex,2005,3.4
mex,2006,-1.41
mex,2007,-1.54
mex,2008,-12.14
mex,2009,2.04
mex,2010,-1.61
mex,2011,-6.14
mex,2012,-8.84
mex,2013,-2.58
mex,2014,0.73
mex,2015,8.61
mex,2016,9.4
mex,2017,7.27
mex,2018,5.93
mex,2019,7.95
mex,2020,8.03
mex,2021,
mex,2022,
mex,2023,
nld,1990,
nld,1991,
nld,1992,
nld,1993,
nld,1994,8.47
nld,1995,8.77
nld,1996,9.3
nld,1997,9.33
nld,1998,9.49
nld,1999,9.6
nld,2000,9.75
nld,2001,9.72
nld,2002,9.55
nld,2003,9.81
nld,2004,10.06
nld,2005,10.33
nld,2006,10.24
nld,2007,9.71
nld,2008,9.85
nld,2009,10.26
nld,2010,10.15
nld,2011,9.96
nld,2012,9.35
nld,2013,9.19
nld,2014,9.19
nld,2015,9.29
nld,2016,9.08
nld,2017,9.03
nld,2018,9.16
nld,2019,9.36
nld,2020,8.96
nld,2021,
nld,2022,
nld,2023,
nzl,1990,
nzl,1991,
nzl,1992,
nzl,1993,
nzl,1994,4.94
nzl,1995,4.76
nzl,1996,4.81
nzl,1997,5.09
nzl,1998,4.48
nzl,1999,4.39
nzl,2000,4.18
nzl,2001,4.29
nzl,2002,5.08
nzl,2003,4.72
nzl,2004,4.17
nzl,2005,3.86
nzl,2006,3.78
nzl,2007,3.96
nzl,2008,3.87
nzl,2009,4.16
nzl,2010,4.38
nzl,2011,4.32
nzl,2012,4.13
nzl,2013,4.29
nzl,2014,4.31
nzl,2015,4.37
nzl,2016,4.26
nzl,2017,4.07
nzl,2018,4.16
nzl,2019,3.22
nzl,2020,3.18
nzl,2021,
nzl,2022,
nzl,2023,
nor,1990,
nor,1991,
nor,1992,
nor,1993,
nor,1994,8.68
nor,1995,8.57
nor,1996,8.8
nor,1997,8.57
nor,1998,8
nor,1999,7.91
nor,2000,7.06
nor,2001,7.03
nor,2002,7.24
nor,2003,7.24
nor,2004,7.1
nor,2005,6.67
nor,2006,6.56
nor,2007,6.64
nor,2008,6.16
nor,2009,6.25
nor,2010,6.2
nor,2011,5.8
nor,2012,5.51
nor,2013,5.72
nor,2014,5.86
nor,2015,5.98
nor,2016,6.07
nor,2017,5.8
nor,2018,5.44
nor,2019,5.12
nor,2020,5.13
nor,2021,
nor,2022,
nor,2023,
pol,1990,
pol,1991,
pol,1992,
pol,1993,
pol,1994,5.34
pol,1995,4.7
pol,1996,5.12
pol,1997,5.03
pol,1998,5.44
pol,1999,6.21
pol,2000,6.65
pol,2001,6.56
pol,2002,7.26
pol,2003,7.59
pol,2004,8.38
pol,2005,8.02
pol,2006,7.68
pol,2007,7.67
pol,2008,7.44
pol,2009,7.7
pol,2010,7.78
pol,2011,7.53
pol,2012,7.75
pol,2013,7.38
pol,2014,7.69
pol,2015,7.72
pol,2016,7.7
pol,2017,7.11
pol,2018,7.19
pol,2019,7.04
pol,2020,6.71
pol,2021,
pol,2022,
pol,2023,
prt,1990,
prt,1991,
prt,1992,
prt,1993,
prt,1994,11.52
prt,1995,11.43
prt,1996,11.36
prt,1997,10.65
prt,1998,11.12
prt,1999,10.49
prt,2000,8.41
prt,2001,9.21
prt,2002,9.61
prt,2003,9.8
prt,2004,9.75
prt,2005,9.34
prt,2006,8.89
prt,2007,8.62
prt,2008,7.9
prt,2009,8.2
prt,2010,8.03
prt,2011,7.23
prt,2012,6.94
prt,2013,6.52
prt,2014,6.67
prt,2015,7.06
prt,2016,7.61
prt,2017,7.59
prt,2018,7.45
prt,2019,7.34
prt,2020,6.77
prt,2021,
prt,2022,
prt,2023,
svk,1990,
svk,1991,
svk,1992,
svk,1993,
svk,1994,
svk,1995,6.04
svk,1996,5.69
svk,1997,5.78
svk,1998,5.52
svk,1999,5.91
svk,2000,6.92
svk,2001,6.37
svk,2002,7.18
svk,2003,7.94
svk,2004,8.36
svk,2005,8.03
svk,2006,8.19
svk,2007,7.77
svk,2008,7.61
svk,2009,7.46
svk,2010,7.3
svk,2011,6.9
svk,2012,6.69
svk,2013,6.53
svk,2014,6.31
svk,2015,6.19
svk,2016,6.12
svk,2017,5.94
svk,2018,6.17
svk,2019,5.92
svk,2020,5.49
svk,2021,
svk,2022,
svk,2023,
svn,1990,
svn,1991,
svn,1992,
svn,1993,
svn,1994,0.82
svn,1995,10.35
svn,1996,11.06
svn,1997,12.29
svn,1998,13.97
svn,1999,11.36
svn,2000,7.9
svn,2001,8.58
svn,2002,8.51
svn,2003,8.62
svn,2004,8.65
svn,2005,8.18
svn,2006,7.77
svn,2007,7.82
svn,2008,7.88
svn,2009,9.7
svn,2010,9.8
svn,2011,9.86
svn,2012,10.87
svn,2013,12.07
svn,2014,11.94
svn,2015,12.32
svn,2016,12.4
svn,2017,11.94
svn,2018,11.02
svn,2019,10.78
svn,2020,9.8
svn,2021,
svn,2022,
svn,2023,
esp,1990,
esp,1991,
esp,1992,
esp,1993,
esp,1994,6.69
esp,1995,6.78
esp,1996,6.76
esp,1997,6.39
esp,1998,6.7
esp,1999,6.8
esp,2000,6.44
esp,2001,6.16
esp,2002,6.06
esp,2003,6.04
esp,2004,5.74
esp,2005,5.39
esp,2006,5.08
esp,2007,4.87
esp,2008,5.11
esp,2009,5.45
esp,2010,5.26
esp,2011,5.09
esp,2012,4.9
esp,2013,5.81
esp,2014,5.54
esp,2015,5.71
esp,2016,5.56
esp,2017,5.43
esp,2018,5.3
esp,2019,5.11
esp,2020,4.77
esp,2021,
esp,2022,
esp,2023,
swe,1990,
swe,1991,
swe,1992,
swe,1993,
swe,1994,6.07
swe,1995,5.88
swe,1996,6.24
swe,1997,5.75
swe,1998,5.8
swe,1999,5.5
swe,2000,5.17
swe,2001,5.61
swe,2002,6
swe,2003,5.98
swe,2004,5.79
swe,2005,5.71
swe,2006,5.65
swe,2007,5.56
swe,2008,5.79
swe,2009,6.04
swe,2010,5.96
swe,2011,5.63
swe,2012,5.62
swe,2013,5.48
swe,2014,5.15
swe,2015,5.12
swe,2016,5.03
swe,2017,4.83
swe,2018,4.75
swe,2019,4.81
swe,2020,4.87
swe,2021,
swe,2022,
swe,2023,
che,1990,
che,1991,
che,1992,
che,1993,
che,1994,6.17
che,1995,6.11
che,1996,6.13
che,1997,6.1
che,1998,6.37
che,1999,6.39
che,2000,6.34
che,2001,6.95
che,2002,6.93
che,2003,7.05
che,2004,6.99
che,2005,7.62
che,2006,7.29
che,2007,7.07
che,2008,6.16
che,2009,6.22
che,2010,6.5
che,2011,6.27
che,2012,6.27
che,2013,6.09
che,2014,6.11
che,2015,5.99
che,2016,6.08
che,2017,6.02
che,2018,6.18
che,2019,5.03
che,2020,4.94
che,2021,
che,2022,
che,2023,
tur,1990,
tur,1991,
tur,1992,
tur,1993,
tur,1994,6.69
tur,1995,7.22
tur,1996,9.57
tur,1997,9.48
tur,1998,8.7
tur,1999,11.22
tur,2000,10.25
tur,2001,10.45
tur,2002,14.48
tur,2003,16.03
tur,2004,15.15
tur,2005,16.98
tur,2006,13.28
tur,2007,12.97
tur,2008,14.04
tur,2009,14.33
tur,2010,15.03
tur,2011,13.44
tur,2012,13.13
tur,2013,13.87
tur,2014,13.3
tur,2015,13.22
tur,2016,12.96
tur,2017,12.53
tur,2018,9.59
tur,2019,9.04
tur,2020,11.01
tur,2021,
tur,2022,
tur,2023,
gbr,1990,
gbr,1991,
gbr,1992,
gbr,1993,
gbr,1994,8.42
gbr,1995,8.37
gbr,1996,8.61
gbr,1997,8.51
gbr,1998,8.69
gbr,1999,8.65
gbr,2000,8.13
gbr,2001,7.68
gbr,2002,7.81
gbr,2003,7.75
gbr,2004,7.43
gbr,2005,6.94
gbr,2006,6.65
gbr,2007,6.84
gbr,2008,6.95
gbr,2009,7.67
gbr,2010,7.7
gbr,2011,7.44
gbr,2012,7.55
gbr,2013,7.68
gbr,2014,7.7
gbr,2015,7.55
gbr,2016,7.37
gbr,2017,7.25
gbr,2018,7.1
gbr,2019,7.09
gbr,2020,6.29
gbr,2021,
gbr,2022,
gbr,2023,
usa,1990,
usa,1991,
usa,1992,
usa,1993,
usa,1994,3.92
usa,1995,3.85
usa,1996,3.89
usa,1997,3.78
usa,1998,3.67
usa,1999,3.62
usa,2000,3.45
usa,2001,3.45
usa,2002,3.71
usa,2003,3.71
usa,2004,3.59
usa,2005,3.37
usa,2006,3.19
usa,2007,3.12
usa,2008,3.13
usa,2009,3.52
usa,2010,3.43
usa,2011,3.39
usa,2012,3.3
usa,2013,3
usa,2014,2.91
usa,2015,2.88
usa,2016,2.88
usa,2017,2.72
usa,2018,2.97
usa,2019,2.9
usa,2020,2.58
usa,2021,
usa,2022,
usa,2023,
korea,1990,
korea,1991,
korea,1992,
korea,1993,
korea,1994,8.94
korea,1995,9.68
korea,1996,10.88
korea,1997,11.78
korea,1998,12.24
korea,1999,12.14
korea,2000,11.71
korea,2001,12.6
korea,2002,11.41
korea,2003,11.18
korea,2004,10.94
korea,2005,11.78
korea,2006,10.89
korea,2007,10.94
korea,2008,10.61
korea,2009,9.91
korea,2010,11.23
korea,2011,11.3
korea,2012,11.52
korea,2013,11.27
korea,2014,11.38
korea,2015,
korea,2016,
korea,2017,
korea,2018,
korea,2019,
korea,2020,
korea,2021,
korea,2022,
korea,2023,
oecd_eu,1990,
oecd_eu,1991,
oecd_eu,1992,
oecd_eu,1993,
oecd_eu,1994,7.16
oecd_eu,1995,7.25
oecd_eu,1996,7.29
oecd_eu,1997,7.17
oecd_eu,1998,7.23
oecd_eu,1999,7.31
oecd_eu,2000,7.02
oecd_eu,2001,7.03
oecd_eu,2002,7.31
oecd_eu,2003,7.49
oecd_eu,2004,7.41
oecd_eu,2005,7.33
oecd_eu,2006,6.93
oecd_eu,2007,6.69
oecd_eu,2008,6.64
oecd_eu,2009,6.96
oecd_eu,2010,7.04
oecd_eu,2011,6.98
oecd_eu,2012,6.93
oecd_eu,2013,7
oecd_eu,2014,6.94
oecd_eu,2015,6.93
oecd_eu,2016,6.92
oecd_eu,2017,6.66
oecd_eu,2018,6.5
oecd_eu,2019,6.34
oecd_eu,2020,6.17
oecd_eu,2021,
oecd_eu,2022,
oecd_eu,2023,
oecd_tot,1990,
oecd_tot,1991,
oecd_tot,1992,
oecd_tot,1993,
oecd_tot,1994,6.26
oecd_tot,1995,6.15
oecd_tot,1996,6.18
oecd_tot,1997,6.1
oecd_tot,1998,6.15
oecd_tot,1999,6.21
oecd_tot,2000,5.92
oecd_tot,2001,6.01
oecd_tot,2002,6.33
oecd_tot,2003,6.38
oecd_tot,2004,6.18
oecd_tot,2005,5.96
oecd_tot,2006,5.57
oecd_tot,2007,5.42
oecd_tot,2008,5.22
oecd_tot,2009,5.83
oecd_tot,2010,5.78
oecd_tot,2011,5.63
oecd_tot,2012,5.54
oecd_tot,2013,5.51
oecd_tot,2014,5.42
oecd_tot,2015,5.1
oecd_tot,2016,5.13
oecd_tot,2017,4.79
oecd_tot,2018,4.77
oecd_tot,2019,4.64
oecd_tot,2020,4.56
oecd_tot,2021,
oecd_tot,2022,
oecd_tot,2023,
oecd_am,1990,
oecd_am,1991,
oecd_am,1992,
oecd_am,1993,
oecd_am,1994,4.61
oecd_am,1995,4.13
oecd_am,1996,4.12
oecd_am,1997,4.1
oecd_am,1998,4.15
oecd_am,1999,4.17
oecd_am,2000,3.86
oecd_am,2001,3.96
oecd_am,2002,4.33
oecd_am,2003,4.19
oecd_am,2004,3.86
oecd_am,2005,3.49
oecd_am,2006,3.11
oecd_am,2007,3.03
oecd_am,2008,2.51
oecd_am,2009,3.54
oecd_am,2010,3.28
oecd_am,2011,3
oecd_am,2012,2.79
oecd_am,2013,2.86
oecd_am,2014,2.95
oecd_am,2015,3.06
oecd_am,2016,3.13
oecd_am,2017,2.84
oecd_am,2018,2.97
oecd_am,2019,3.03
oecd_am,2020,2.74
oecd_am,2021,
oecd_am,2022,
oecd_am,2023,
oecd_ac,1990,
oecd_ac,1991,
oecd_ac,1992,
oecd_ac,1993,
oecd_ac,1994,6.99
oecd_ac,1995,7
oecd_ac,1996,7.17
oecd_ac,1997,7.25
oecd_ac,1998,7.46
oecd_ac,1999,7.56
oecd_ac,2000,7.35
oecd_ac,2001,7.56
oecd_ac,2002,7.66
oecd_ac,2003,7.68
oecd_ac,2004,7.43
oecd_ac,2005,7.3
oecd_ac,2006,6.98
oecd_ac,2007,6.88
oecd_ac,2008,6.81
oecd_ac,2009,7.08
oecd_ac,2010,7.1
oecd_ac,2011,6.91
oecd_ac,2012,7.02
oecd_ac,2013,6.74
oecd_ac,2014,6.24
oecd_ac,2015,4.03
oecd_ac,2016,3.99
oecd_ac,2017,3.36
oecd_ac,2018,3.27
oecd_ac,2019,2.82
oecd_ac,2020,3.43
oecd_ac,2021,
oecd_ac,2022,
oecd_ac,2023,
