country,year,total_ffuel_tax
usa,2021,0.16
usa,2022,
usa,2023,
g_seven,1990,
g_seven,1991,
g_seven,1992,
g_seven,1993,
g_seven,1994,
g_seven,1995,
g_seven,1996,
g_seven,1997,
g_seven,1998,
g_seven,1999,
g_seven,2000,
g_seven,2001,
g_seven,2002,
g_seven,2003,
g_seven,2004,
g_seven,2005,
g_seven,2006,
g_seven,2007,
g_seven,2008,
g_seven,2009,
g_seven,2010,0.61
g_seven,2011,0.52
g_seven,2012,0.57
g_seven,2013,0.69
g_seven,2014,0.63
g_seven,2015,0.59
g_seven,2016,0.52
g_seven,2017,0.5
g_seven,2018,0.52
g_seven,2019,0.52
g_seven,2020,0.52
g_seven,2021,0.54
g_seven,2022,
g_seven,2023,
korea,1990,
korea,1991,
korea,1992,
korea,1993,
korea,1994,
korea,1995,
korea,1996,
korea,1997,
korea,1998,
korea,1999,
korea,2000,
korea,2001,
korea,2002,
korea,2003,
korea,2004,
korea,2005,
korea,2006,
korea,2007,
korea,2008,
korea,2009,
korea,2010,0.75
korea,2011,0.65
korea,2012,0.59
korea,2013,0.62
korea,2014,0.57
korea,2015,0.5
korea,2016,0.38
korea,2017,0.35
korea,2018,0.32
korea,2019,0.31
korea,2020,0.31
korea,2021,
korea,2022,
korea,2023,
oecd_eu,1990,
oecd_eu,1991,
oecd_eu,1992,
oecd_eu,1993,
oecd_eu,1994,
oecd_eu,1995,
oecd_eu,1996,
oecd_eu,1997,
oecd_eu,1998,
oecd_eu,1999,
oecd_eu,2000,
oecd_eu,2001,
oecd_eu,2002,
oecd_eu,2003,
oecd_eu,2004,
oecd_eu,2005,
oecd_eu,2006,
oecd_eu,2007,
oecd_eu,2008,
oecd_eu,2009,
oecd_eu,2010,0.95
oecd_eu,2011,0.89
oecd_eu,2012,0.94
oecd_eu,2013,1.1
oecd_eu,2014,1.12
oecd_eu,2015,1.12
oecd_eu,2016,1.04
oecd_eu,2017,1.06
oecd_eu,2018,1.06
oecd_eu,2019,0.99
oecd_eu,2020,0.96
oecd_eu,2021,0.95
oecd_eu,2022,
oecd_eu,2023,
oecd_tot,1990,
oecd_tot,1991,
oecd_tot,1992,
oecd_tot,1993,
oecd_tot,1994,
oecd_tot,1995,
oecd_tot,1996,
oecd_tot,1997,
oecd_tot,1998,
oecd_tot,1999,
oecd_tot,2000,
oecd_tot,2001,
oecd_tot,2002,
oecd_tot,2003,
oecd_tot,2004,
oecd_tot,2005,
oecd_tot,2006,
oecd_tot,2007,
oecd_tot,2008,
oecd_tot,2009,
oecd_tot,2010,0.85
oecd_tot,2011,0.85
oecd_tot,2012,0.89
oecd_tot,2013,0.83
oecd_tot,2014,0.77
oecd_tot,2015,0.77
oecd_tot,2016,0.91
oecd_tot,2017,0.73
oecd_tot,2018,0.74
oecd_tot,2019,0.87
oecd_tot,2020,0.79
oecd_tot,2021,1.08
oecd_tot,2022,
oecd_tot,2023,
oecd_am,1990,
oecd_am,1991,
oecd_am,1992,
oecd_am,1993,
oecd_am,1994,
oecd_am,1995,
oecd_am,1996,
oecd_am,1997,
oecd_am,1998,
oecd_am,1999,
oecd_am,2000,
oecd_am,2001,
oecd_am,2002,
oecd_am,2003,
oecd_am,2004,
oecd_am,2005,
oecd_am,2006,
oecd_am,2007,
oecd_am,2008,
oecd_am,2009,
oecd_am,2010,0.87
oecd_am,2011,0.97
oecd_am,2012,1.01
oecd_am,2013,0.6
oecd_am,2014,0.42
oecd_am,2015,0.44
oecd_am,2016,0.92
oecd_am,2017,0.4
oecd_am,2018,0.45
oecd_am,2019,0.9
oecd_am,2020,0.66
oecd_am,2021,1.11
oecd_am,2022,
oecd_am,2023,
oecd_ac,1990,
oecd_ac,1991,
oecd_ac,1992,
oecd_ac,1993,
oecd_ac,1994,
oecd_ac,1995,
oecd_ac,1996,
oecd_ac,1997,
oecd_ac,1998,
oecd_ac,1999,
oecd_ac,2000,
oecd_ac,2001,
oecd_ac,2002,
oecd_ac,2003,
oecd_ac,2004,
oecd_ac,2005,
oecd_ac,2006,
oecd_ac,2007,
oecd_ac,2008,
oecd_ac,2009,
oecd_ac,2010,0.46
oecd_ac,2011,0.47
oecd_ac,2012,0.45
oecd_ac,2013,0.48
oecd_ac,2014,0.42
oecd_ac,2015,0.42
oecd_ac,2016,0.49
oecd_ac,2017,0.45
oecd_ac,2018,0.41
oecd_ac,2019,0.43
oecd_ac,2020,0.54
oecd_ac,2021,3.3
oecd_ac,2022,
oecd_ac,2023,
